,0,1,2,3,4,5,6
1136,80,80,69,80,69,80,69
1137,86,69,69,69,69,80,86
1138,73,73,70,73,73,77,70
1139,73,88,78,88,78,73,78
1140,67,77,67,77,77,67,77
1141,66,79,66,66,66,66,79
1142,79,79,70,70,79,70,70
1143,70,78,70,70,70,88,88
1144,80,70,80,80,70,70,70
1145,67,67,80,80,67,80,67
1146,80,80,66,66,66,66,80
1147,80,68,80,68,80,68,68
1148,67,67,80,80,67,67,67
1149,44,44,80,44,80,80,44
1150,80,80,80,69,80,69,80
1151,78,78,69,69,69,69,78
1152,86,89,70,89,70,70,89
1153,84,80,84,66,84,66,66
1154,87,87,38,87,38,38,87
1155,69,77,86,69,77,77,69
1156,69,69,78,80,69,80,78
1157,70,70,83,70,70,70,83
1158,69,80,69,69,80,80,69
1159,87,52,52,85,87,87,87
1160,80,70,86,70,86,86,70
1161,69,80,80,73,80,80,80
1162,77,69,77,77,69,77,77
1163,80,69,69,80,69,80,80
1164,70,76,70,70,76,70,76
1165,77,77,69,77,80,77,80
1166,66,77,66,66,77,66,77
1167,67,67,67,67,77,77,67
1168,66,66,80,66,80,66,66
1169,80,67,80,67,67,80,80
1170,77,77,67,77,80,80,80
1171,67,67,80,80,67,80,80
1172,77,12,77,77,77,77,12
1173,70,80,70,80,70,86,70
1174,69,69,80,80,69,69,80
1175,86,86,70,70,86,70,70
1176,80,70,80,89,80,80,80
1177,69,77,69,77,77,77,77
1178,67,67,67,77,67,77,77
1179,68,77,77,77,77,77,77
1180,77,77,73,73,77,77,67
1181,67,73,73,67,73,73,67
1182,67,77,77,67,67,77,67
1183,77,67,73,77,77,67,67
1184,67,67,67,79,67,67,79
1185,67,89,67,67,67,77,67
1186,67,67,80,80,67,77,67
1187,78,78,78,48,48,48,48
1188,73,73,63,63,63,90,77
1189,80,70,80,80,80,80,80
1190,70,77,77,86,77,86,86
1191,71,80,78,78,78,80,71
1192,66,80,80,80,80,80,66
1193,67,80,80,80,80,67,67
1194,78,78,78,80,67,78,80
1195,66,66,66,66,80,66,66
1196,80,80,65,65,65,80,80
1197,80,80,77,80,77,77,77
1198,88,33,88,88,88,88,78
1199,83,83,77,83,77,69,83
1200,23,76,80,76,76,76,80
1201,69,79,79,69,79,69,69
1202,77,77,69,69,69,69,69
1203,84,84,8,86,86,8,86
1204,89,89,80,89,80,15,80
1205,69,80,69,80,69,80,69
1206,77,66,66,77,66,66,77
1207,68,88,88,88,68,68,88
1208,68,68,78,78,68,68,88
1209,67,77,67,77,67,67,77
1210,68,68,87,87,68,87,87
1211,67,67,86,80,86,67,86
1212,86,66,80,66,85,66,86
1213,66,66,78,88,66,78,78
1214,80,80,80,49,80,49,80
1215,73,73,87,69,73,73,69
1216,70,86,86,70,70,86,86
1217,88,68,68,68,88,68,88
1218,77,77,77,68,68,68,68
1219,76,76,76,77,76,76,77
1220,68,68,68,80,68,68,80
1221,80,67,80,67,67,67,80
1222,66,66,73,66,73,66,66
1223,66,66,66,66,66,66,66
1224,67,67,67,67,67,67,80
1225,77,77,77,77,77,68,68
1226,80,70,70,78,78,80,80
1227,80,80,68,80,80,68,68
1228,73,73,68,68,73,68,73
1229,80,88,88,80,80,88,80
1230,77,67,77,77,77,67,77
1231,63,63,80,73,73,73,63
1232,64,79,79,64,79,64,64
1233,69,80,80,80,80,69,80
1234,77,71,77,77,71,77,77
1235,78,78,78,78,78,78,78
1236,70,70,70,80,80,80,70
1237,69,69,69,77,69,77,69
1238,69,69,69,80,80,69,80
1239,86,86,74,73,68,73,86
1240,75,75,69,75,75,69,69
1241,77,77,77,70,70,77,70
1242,64,64,64,77,77,64,77
1243,71,83,71,83,71,71,83
1244,73,70,70,70,70,73,73
1245,78,70,70,70,70,78,78
1246,77,68,77,68,68,68,68
1247,67,90,90,67,67,90,90
1248,67,67,67,88,88,67,67
1249,77,66,66,66,77,66,66
1250,73,73,73,68,68,68,73
1251,77,77,70,77,77,70,70
1252,80,80,70,70,70,70,70
1253,68,88,68,88,68,68,88
1254,70,70,70,70,70,77,70
1255,70,70,70,70,70,80,70
1256,70,80,80,70,70,70,70
1257,80,70,80,80,70,70,70
1258,86,77,86,77,70,86,86
1259,77,86,86,69,86,69,86
1260,68,80,68,68,80,80,80
1261,80,80,68,80,68,68,68
1262,86,69,86,86,86,69,69
1263,80,69,69,69,69,80,80
1264,80,80,80,69,69,69,80
1265,70,70,70,70,70,80,80
1266,80,80,46,80,46,46,80
1267,80,80,68,80,80,80,68
1268,65,65,80,65,80,65,65
1269,86,30,30,30,30,86,86
1270,77,77,66,77,66,77,77
1271,67,77,67,67,67,77,77
1272,80,67,77,67,80,67,77
1273,88,88,88,67,80,67,88
1274,66,66,88,66,66,66,87
1275,88,67,67,88,88,88,67
1276,80,69,69,69,80,80,69
1277,78,73,78,78,78,69,73
1278,80,84,70,70,84,84,84
1279,74,70,76,70,76,74,76
1280,70,78,78,78,78,78,78
1281,80,80,80,69,80,69,69
1282,69,69,80,80,80,69,80
1283,77,70,77,77,70,70,77
1284,80,85,69,69,85,69,85
1285,80,67,67,80,67,80,80
1286,10,84,77,77,10,84,77
1287,69,77,77,77,77,77,77
1288,69,77,77,77,77,69,77
1289,86,86,69,86,86,86,69
1290,80,86,86,67,80,67,86
1291,69,77,77,77,77,69,69
1292,70,81,70,70,70,70,81
1293,81,74,87,87,71,76,74
1294,71,71,71,71,79,71,71
1295,70,70,77,70,77,70,80
1296,80,80,80,69,69,80,77
1297,67,86,86,86,86,67,67
1298,26,77,84,77,77,84,26
1299,80,86,80,80,14,80,86
1300,80,80,80,86,80,70,70
1301,54,54,54,77,54,77,77
1302,70,77,77,70,70,70,77
1303,73,67,73,67,67,73,67
1304,69,73,78,69,69,78,69
1305,77,77,68,68,77,77,68
1306,67,67,67,67,80,67,80
1307,79,79,67,79,67,79,79
1308,77,77,67,80,67,67,80
1309,80,80,80,47,80,47,47
1310,80,80,80,18,80,18,18
1311,69,77,69,69,69,69,69
1312,80,77,80,77,80,69,69
1313,85,85,85,85,82,82,85
1314,73,88,74,88,73,74,73
1315,86,86,70,80,70,70,70
1316,70,70,80,70,70,70,70
1317,80,69,80,69,80,69,69
1318,69,79,69,79,69,79,79
1319,69,80,69,69,69,69,69
1320,69,80,69,80,69,80,69
1321,77,69,69,69,69,69,69
1322,66,66,66,77,66,77,66
1323,67,67,67,67,80,80,67
1324,80,80,80,88,88,69,88
1325,80,80,69,80,69,80,69
1326,80,80,69,80,80,69,69
1327,80,80,80,80,67,67,67
1328,69,69,69,80,80,80,69
1329,80,69,69,80,69,80,69
1330,67,67,80,67,80,80,80
1331,68,79,79,79,79,68,68
1332,80,80,80,66,66,66,80
1333,67,67,77,77,67,77,77
1334,80,80,69,80,69,80,80
1335,80,69,80,80,69,80,80
1336,81,77,77,81,81,81,69
1337,69,69,69,69,77,69,77
1338,69,80,80,80,80,69,69
1339,80,80,66,80,66,77,80
1340,68,68,68,86,68,68,68
1341,80,80,65,65,80,80,65
1342,69,69,69,80,80,80,69
1343,68,68,68,80,68,68,68
1344,66,66,66,80,66,66,80
1345,80,67,80,67,80,80,80
1346,65,65,65,65,80,65,80
1347,80,80,31,31,80,80,31
1348,80,80,80,80,80,63,80
1349,77,77,66,77,77,66,66
1350,22,22,80,80,80,22,22
1351,77,69,77,69,69,69,77
1352,49,80,80,49,80,80,80
1353,67,67,86,67,67,67,67
1354,80,65,65,80,65,65,65
1355,80,69,80,69,69,69,69
1356,69,69,69,69,77,77,77
1357,86,86,89,86,67,89,67
1358,69,73,73,73,69,73,69
1359,69,69,69,69,80,80,69
1360,67,67,77,67,77,77,77
1361,69,77,69,77,77,77,77
1362,73,69,73,73,73,69,69
1363,69,79,79,79,69,79,69
1364,73,69,69,69,73,73,69
1365,66,73,80,73,73,66,73
1366,80,79,67,80,80,79,79
1367,75,67,67,75,67,67,67
1368,80,67,80,80,80,67,67
1369,23,80,23,23,80,23,80
1370,80,67,80,67,80,88,80
1371,83,77,83,77,77,83,67
1372,67,67,67,73,67,67,67
1373,44,44,44,72,44,44,44
1374,77,53,77,53,53,77,77
1375,80,80,80,80,66,66,80
1376,77,77,77,70,77,77,77
1377,70,86,86,70,86,86,70
1378,70,70,70,79,79,70,70
1379,86,86,86,70,86,86,70
1380,70,70,70,80,70,70,70
1381,69,80,69,69,80,80,80
1382,70,80,80,80,80,80,70
1383,70,70,70,70,74,70,70
1384,70,70,80,70,70,80,80
1385,77,70,70,77,86,70,70
1386,70,70,70,87,87,70,70
1387,70,86,86,86,70,70,70
1388,80,70,80,70,80,80,70
1389,80,80,80,80,80,80,70
1390,78,70,70,78,70,70,78
1391,80,80,80,70,80,70,70
1392,70,80,70,70,70,80,70
1393,73,70,73,70,73,88,70
1394,70,86,70,70,70,70,70
1395,80,71,80,80,71,80,71
1396,69,69,80,69,80,80,80
1397,7,80,7,80,7,7,7
1398,80,69,69,69,80,69,80
1399,70,70,88,88,70,88,88
1400,86,86,68,68,80,80,86
1401,66,66,80,66,66,80,80
1402,80,66,66,66,80,66,80
1403,67,80,77,67,80,77,67
1404,77,77,77,60,60,77,60
1405,70,80,70,80,80,80,80
1406,68,86,68,86,68,68,68
1407,73,73,67,73,67,67,67
1408,77,77,68,77,68,77,68
1409,76,75,76,67,67,67,76
1410,66,80,66,66,80,80,66
1411,87,87,74,74,74,74,87
1412,76,76,75,76,75,76,68
1413,67,67,73,67,73,67,73
1414,68,68,68,73,68,68,68
1415,67,67,67,76,67,73,67
1416,73,73,67,73,87,87,67
1417,70,80,70,70,80,70,80
1418,80,66,66,80,66,80,66
1419,67,87,73,67,67,87,67
1420,70,70,70,77,70,77,77
1421,80,80,66,80,66,80,80
1422,66,66,88,82,88,82,82
1423,89,80,80,80,68,80,80
1424,80,80,77,80,80,67,77
1425,77,67,80,67,80,77,67
1426,80,80,80,77,80,80,69
1427,80,80,80,69,69,80,80
1428,70,70,70,70,70,70,70
1429,71,86,86,71,71,80,86
1430,80,80,70,70,70,80,80
1431,70,70,70,70,70,70,88
1432,80,71,71,71,80,80,80
1433,73,73,80,80,73,73,73
1434,86,86,86,71,86,71,86
1435,77,68,68,77,77,77,68
1436,66,80,80,86,86,66,80
1437,67,77,77,67,67,77,67
1438,80,80,80,68,68,68,80
1439,80,78,67,67,67,78,80
1440,80,80,80,80,80,80,80
1441,68,80,86,68,86,80,86
1442,68,68,68,68,80,68,68
1443,67,80,67,80,67,67,80
1444,76,76,77,38,76,38,76
1445,80,80,80,80,80,80,67
1446,68,77,68,68,77,77,77
1447,66,66,80,66,80,80,80
1448,69,80,80,80,80,69,69
1449,69,80,80,80,69,80,80
1450,20,74,20,74,86,74,86
1451,88,13,13,13,88,88,13
1452,77,77,16,85,77,85,85
1453,19,78,80,80,19,78,19
1454,20,90,90,20,20,20,20
1455,90,16,16,90,16,16,16
1456,80,77,27,77,80,77,77
1457,69,77,69,69,77,80,77
1458,86,84,10,86,77,84,77
1459,69,84,69,84,84,69,84
1460,69,77,69,77,80,69,69
1461,77,77,8,77,77,77,8
1462,86,80,86,69,78,78,69
1463,70,77,70,77,70,70,70
1464,68,68,80,68,68,80,68
1465,80,68,80,77,77,68,80
1466,68,80,80,80,80,80,80
1467,80,80,66,80,66,80,80
1468,68,80,68,80,80,68,80
1469,74,74,76,74,74,74,74
1470,76,76,68,76,75,75,68
1471,68,68,88,88,68,88,68
1472,77,87,69,87,69,87,77
1473,76,80,80,76,76,12,76
1474,77,67,86,77,77,77,77
1475,66,77,77,80,77,80,80
1476,82,82,82,21,21,82,21
1477,83,83,83,70,83,70,88
1478,73,80,80,80,73,68,78
1479,68,77,77,77,68,77,77
1480,77,76,74,76,77,77,76
1481,67,67,80,80,80,67,80
1482,69,69,69,79,69,79,69
1483,80,73,80,71,73,73,71
1484,67,67,67,67,67,67,73
1485,89,80,80,67,67,86,67
1486,68,68,80,68,68,80,80
1487,66,77,77,66,86,77,77
1488,80,80,80,80,80,66,66
1489,67,77,67,67,67,67,77
1490,77,77,66,66,77,66,66
1491,73,80,68,68,68,88,88
1492,77,77,77,67,77,77,77
1493,86,86,86,86,86,86,86
1494,77,77,77,69,77,77,77
1495,80,80,80,80,69,80,80
1496,69,77,78,78,78,69,78
1497,79,79,79,79,69,79,69
1498,77,70,77,70,77,77,77
1499,77,77,77,77,77,77,77
1500,69,69,77,69,69,69,69
1501,89,89,70,70,89,89,89
1502,77,86,86,77,67,67,67
1503,68,68,76,68,76,68,68
1504,69,77,77,69,77,77,69
1505,78,69,78,80,69,78,78
1506,80,69,80,69,80,80,69
1507,69,77,69,69,69,69,69
1508,88,88,80,68,80,68,88
1509,67,77,77,67,77,77,67
1510,78,78,69,69,78,78,69
1511,70,70,77,77,77,77,77
1512,69,69,80,80,69,80,80
1513,70,70,70,70,70,77,77
1514,80,70,70,70,70,70,80
1515,86,68,86,86,68,68,86
1516,67,80,67,80,67,67,80
1517,69,69,80,80,80,69,69
1518,68,80,68,68,80,80,68
1519,68,68,80,78,78,68,80
1520,68,68,83,83,83,68,83
1521,77,77,77,66,66,77,66
1522,67,67,67,88,88,88,67
1523,67,67,73,74,67,73,74
1524,69,69,69,80,80,69,80
1525,71,86,71,86,77,77,77
1526,88,58,58,58,86,58,58
1527,71,77,77,77,71,77,71
1528,70,80,80,70,70,70,70
1529,89,69,89,69,69,89,89
1530,80,80,80,68,80,68,80
1531,74,74,68,74,76,76,76
1532,80,80,67,80,67,80,67
1533,66,80,80,66,66,80,66
1534,77,78,78,77,70,78,70
1535,67,67,67,80,67,80,80
1536,80,80,80,69,69,69,69
1537,77,70,77,70,70,77,70
1538,80,70,80,70,70,80,70
1539,80,66,80,80,66,66,80
1540,76,68,68,68,68,68,74
1541,67,80,80,80,80,80,67
1542,2,80,80,2,80,80,80
1543,69,69,80,69,69,80,69
1544,77,77,77,68,68,68,77
1545,86,86,80,86,80,86,80
1546,61,80,80,80,80,80,80
1547,79,79,68,79,68,68,68
1548,88,88,73,88,73,88,68
1549,68,88,88,88,88,68,68
1550,68,68,77,68,68,77,77
1551,67,67,67,67,80,67,67
1552,68,68,73,73,68,68,68
1553,85,85,68,68,88,88,68
1554,80,80,80,80,80,67,80
1555,76,66,66,66,76,74,66
1556,73,80,68,73,88,68,80
1557,77,80,80,69,80,77,69
1558,69,69,69,69,80,80,69
1559,88,80,73,73,80,67,80
1560,78,54,78,78,78,54,54
1561,79,79,80,80,80,79,79
1562,66,66,79,66,79,66,66
1563,67,67,86,67,86,67,67
1564,80,64,64,80,64,64,80
1565,80,65,65,65,65,65,80
1566,16,80,16,16,16,16,80
1567,77,77,65,77,65,77,65
1568,86,86,86,86,65,65,86
1569,60,80,80,80,77,60,80
1570,77,65,65,77,65,77,77
1571,46,80,80,80,46,46,80
1572,80,55,55,55,55,55,55
1573,41,41,41,83,83,41,41
1574,89,68,89,68,68,68,89
1575,63,80,80,80,80,63,63
1576,81,81,60,60,81,81,81
1577,80,80,80,80,80,80,29
1578,40,40,40,40,40,80,80
1579,61,61,61,61,61,61,61
1580,86,6,6,86,6,6,86
1581,23,85,23,23,23,85,23
1582,20,20,20,82,20,82,20
1583,59,59,80,80,80,59,80
1584,19,19,19,19,19,19,19
1585,63,79,79,63,79,79,79
1586,80,65,80,65,73,80,80
1587,31,31,90,31,90,90,31
1588,70,70,77,80,70,80,77
1589,70,77,70,77,70,77,77
1590,80,70,70,80,70,70,80
1591,80,80,80,80,80,71,71
1592,80,71,80,71,80,71,71
1593,69,77,77,77,77,69,77
1594,71,71,71,79,71,71,71
1595,69,73,88,88,73,88,73
1596,87,68,73,68,68,73,73
1597,73,73,65,80,80,73,65
1598,88,88,88,70,88,88,88
1599,80,69,80,69,69,80,80
1600,70,70,77,77,77,77,77
1601,88,88,88,88,88,70,70
1602,71,80,71,80,80,71,80
1603,69,80,69,80,69,80,80
1604,82,88,21,78,88,21,88
1605,77,70,77,70,70,77,70
1606,70,70,78,78,70,78,70
1607,80,71,71,71,71,71,71
1608,74,74,80,74,70,74,76
1609,77,77,70,70,77,70,70
1610,73,73,78,86,73,73,78
1611,70,77,70,77,77,70,77
1612,71,71,86,86,86,71,86
1613,80,71,73,80,80,73,80
1614,31,77,80,80,31,31,31
1615,76,73,76,70,81,74,81
1616,68,68,80,80,68,68,80
1617,70,70,70,86,86,70,86
1618,78,78,73,73,73,78,73
1619,80,69,80,69,69,69,69
1620,77,70,70,70,70,77,70
1621,88,88,88,88,88,88,69
1622,77,77,66,66,66,66,66
1623,80,69,69,69,80,80,80
1624,88,88,88,71,71,88,88
1625,83,83,83,83,70,83,88
1626,80,77,80,69,69,69,69
1627,77,69,80,77,69,80,80
1628,80,80,67,80,67,80,67
1629,68,79,79,68,79,68,79
1630,80,80,69,80,80,80,69
1631,66,66,77,66,66,77,77
1632,89,89,89,69,89,69,89
1633,69,69,69,80,80,69,77
1634,69,80,69,80,80,80,69
1635,80,59,80,59,80,80,80
1636,69,80,69,80,80,80,80
1637,69,80,69,69,80,69,80
1638,80,69,80,80,69,80,69
1639,80,69,80,80,69,80,80
1640,69,69,69,69,69,69,69
1641,69,79,79,79,69,69,79
1642,69,69,69,69,80,69,80
1643,80,70,80,80,80,70,80
1644,70,70,77,77,77,70,70
1645,71,80,80,80,80,71,80
1646,71,80,80,80,71,80,71
1647,78,78,77,78,80,78,77
1648,80,71,71,80,71,80,80
1649,71,71,79,77,79,77,71
1650,80,80,80,71,80,80,80
1651,88,71,80,88,88,80,80
1652,70,70,70,86,70,70,70
1653,80,80,80,80,80,69,69
1654,77,71,77,77,71,71,77
1655,86,86,86,77,67,86,67
1656,86,86,77,77,77,77,86
1657,80,73,73,73,69,80,69
1658,69,80,80,80,69,69,80
1659,69,69,69,77,77,69,77
1660,80,69,80,69,80,80,80
1661,67,80,67,80,67,67,67
1662,86,70,86,70,80,70,70
1663,89,89,89,89,80,70,89
1664,70,70,70,77,70,77,70
1665,80,70,70,70,80,80,70
1666,80,70,70,70,70,70,70
1667,70,80,80,70,80,80,80
1668,77,70,70,77,77,70,70
1669,78,70,80,78,78,78,80
1670,71,77,71,88,71,71,77
1671,80,71,71,80,80,80,80
1672,80,66,66,66,80,66,80
1673,88,68,73,68,88,73,68
1674,35,35,35,80,35,35,80
1675,80,80,80,80,80,69,69
1676,80,80,80,69,69,69,69
1677,69,69,69,69,80,69,69
1678,80,80,80,71,80,71,71
1679,86,86,86,86,71,71,71
1680,71,86,80,80,80,71,71
1681,77,67,77,77,67,77,67
1682,80,69,80,69,69,69,69
